"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1210","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","21","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1211","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","21","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1212","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","29","Parameter 'parentId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1213","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","37","Parameter 'title' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1214","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","45","Parameter 'nodetype' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1215","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeDisplay.java","3","53","Parameter 'icon' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1216","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","14","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1217","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","15","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"1218","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","17","Parameter 'nodeList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1219","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","18","Parameter 'contentList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1220","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","1","19","Overridable method 'setRawList' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"1221","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","22","Parameter 'cList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1222","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","22","Parameter 'nList' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1223","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","27","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1224","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","27","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1225","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","32","Local variable 'parentNodeId' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1226","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","36","Parameter 'parentNodeId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1227","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","57","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1228","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","80","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"1229","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","93","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"1230","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","105","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1231","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","105","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1232","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","5","110","Found 'DD'-anomaly for variable 'topLevel' (lines '110'-'112').","Controversial Rules","DataflowAnomalyAnalysis"
"1233","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","112","Avoid assignments in operands","Controversial Rules","AssignmentInOperand"
"1234","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","5","112","Found 'DU'-anomaly for variable 'topLevel' (lines '112'-'133').","Controversial Rules","DataflowAnomalyAnalysis"
"1235","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","1","113","Avoid throwing raw exception types.","Strict Exception Rules","AvoidThrowingRawExceptionTypes"
"1236","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","135","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1237","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","135","A method/constructor shouldn't explicitly throw java.lang.Exception","Type Resolution Rules","SignatureDeclareThrowsException"
"1238","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","150","Local variable 'children' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1239","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","182","Avoid variables with short names like sb","Naming Rules","ShortVariable"
"1240","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","182","Local variable 'sb' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"1241","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","182","StringBuffer constructor is initialized with size 18, but has at least 37 characters appended.","String and StringBuffer Rules","InsufficientStringBufferDeclaration"
"1242","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","182","StringBuffer.append is called 2 consecutive times with literal Strings. Use a single append with a single String.","String and StringBuffer Rules","ConsecutiveLiteralAppends"
"1243","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","185","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1244","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeList.java","3","194","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"1245","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","7","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1246","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","8","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1247","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","9","No need to import a type that lives in the same package","Import Statement Rules","ImportFromSamePackage"
"1248","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","18","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"1249","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","24","Avoid excessively long variable names like courseLearningComponent","Naming Rules","LongVariable"
"1250","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","32","Parameter 'course' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1251","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","41","Avoid excessively long variable names like courseLearningComponent","Naming Rules","LongVariable"
"1252","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","41","Parameter 'courseLearningComponent' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1253","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/TreeNodeObject.java","3","49","Parameter 'map' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1254","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","12","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1255","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","16","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1256","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","16","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1257","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","16","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1258","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","29","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1259","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/Visibility.java","3","29","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1260","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","10","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1261","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","13","Avoid variables with short names like id","Naming Rules","ShortVariable"
"1262","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","13","Parameter 'id' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1263","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","13","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1264","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","26","Avoid variables with short names like ID","Naming Rules","ShortVariable"
"1265","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WalletShare.java","3","26","Parameter 'ID' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1266","com.ziksana.domain.course","src/main/java/com/ziksana/domain/course/WorkflowItemStatus.java","3","18","Avoid variables with short names like id","Naming Rules","ShortVariable"
